fingerprint,rec_id,asof,strategy_version,universe,horizon_d,symbol,weight,buy_price,mature_date,exit_price,actual_ret,holding_days,holding_months,rank,universe_n,hit_top25,regime,scored,source
REC-20230713-0120,2023-07-13_63,2023-07-13,AEGIS Core v2.2 (2026-06-22),nifty200,63,SUNDARMFIN,0.1058,2551.0,2023-10-13,3186.25,24.9,63,3.0,35.0,224.0,1.0,Strong,1,historical
REC-20230713-0121,2023-07-13_63,2023-07-13,AEGIS Core v2.2 (2026-06-22),nifty200,63,COLPAL,0.0671,1809.7,2023-10-13,2041.65,12.82,63,3.0,80.0,224.0,0.0,Strong,1,historical
REC-20230713-0122,2023-07-13_63,2023-07-13,AEGIS Core v2.2 (2026-06-22),nifty200,63,ICICIBANK,0.0754,956.5,2023-10-13,951.3,-0.54,63,3.0,173.0,224.0,0.0,Strong,1,historical
REC-20230713-0123,2023-07-13_63,2023-07-13,AEGIS Core v2.2 (2026-06-22),nifty200,63,SUNPHARMA,0.0793,1075.0,2023-10-13,1145.3,6.54,63,3.0,126.0,224.0,0.0,Strong,1,historical
REC-20230713-0124,2023-07-13_63,2023-07-13,AEGIS Core v2.2 (2026-06-22),nifty200,63,PIDILITIND,0.0491,1309.5,2023-10-13,1230.03,-6.07,63,3.0,206.0,224.0,0.0,Strong,1,historical
REC-20230713-0125,2023-07-13_63,2023-07-13,AEGIS Core v2.2 (2026-06-22),nifty200,63,BATAINDIA,0.0555,1659.0,2023-10-13,1624.85,-2.06,63,3.0,183.0,224.0,0.0,Strong,1,historical
REC-20230713-0126,2023-07-13_63,2023-07-13,AEGIS Core v2.2 (2026-06-22),nifty200,63,MARUTI,0.0555,9671.0,2023-10-13,10727.55,10.92,63,3.0,92.0,224.0,0.0,Strong,1,historical
REC-20230713-0127,2023-07-13_63,2023-07-13,AEGIS Core v2.2 (2026-06-22),nifty200,63,BHARTIARTL,0.0895,884.95,2023-10-13,954.2,7.83,63,3.0,115.0,224.0,0.0,Strong,1,historical
REC-20230713-0128,2023-07-13_63,2023-07-13,AEGIS Core v2.2 (2026-06-22),nifty200,63,WIPRO,0.0698,197.38,2023-10-13,205.53,4.13,63,3.0,139.0,224.0,0.0,Strong,1,historical
REC-20230713-0129,2023-07-13_63,2023-07-13,AEGIS Core v2.2 (2026-06-22),nifty200,63,TCS,0.0581,3344.2,2023-10-13,3570.85,6.78,63,3.0,122.0,224.0,0.0,Strong,1,historical
REC-20230713-0130,2023-07-13_63,2023-07-13,AEGIS Core v2.2 (2026-06-22),nifty200,63,NESTLEIND,0.0494,1141.04,2023-10-13,1177.72,3.21,63,3.0,149.0,224.0,0.0,Strong,1,historical
REC-20230713-0131,2023-07-13_63,2023-07-13,AEGIS Core v2.2 (2026-06-22),nifty200,63,NTPC,0.0851,188.3,2023-10-13,242.05,28.54,63,3.0,22.0,224.0,1.0,Strong,1,historical
REC-20230713-0132,2023-07-13_63,2023-07-13,AEGIS Core v2.2 (2026-06-22),nifty200,63,MRF,0.0469,101309.3,2023-10-13,109200.0,7.79,63,3.0,116.0,224.0,0.0,Strong,1,historical
REC-20230713-0133,2023-07-13_63,2023-07-13,AEGIS Core v2.2 (2026-06-22),nifty200,63,GRASIM,0.0702,1752.76,2023-10-13,1974.67,12.66,63,3.0,83.0,224.0,0.0,Strong,1,historical
REC-20230713-0134,2023-07-13_63,2023-07-13,AEGIS Core v2.2 (2026-06-22),nifty200,63,ASIANPAINT,0.0434,3400.0,2023-10-13,3148.8,-7.39,63,3.0,211.0,224.0,0.0,Strong,1,historical
REC-20231013-0135,2023-10-13_63,2023-10-13,AEGIS Core v2.2 (2026-06-22),nifty200,63,ICICIBANK,0.0817,951.3,2024-01-15,1009.85,6.15,63,3.0,164.0,225.0,0.0,Neutral,1,historical
REC-20231013-0136,2023-10-13_63,2023-10-13,AEGIS Core v2.2 (2026-06-22),nifty200,63,HINDUNILVR,0.0613,2569.45,2024-01-15,2573.2,0.15,63,3.0,186.0,225.0,0.0,Neutral,1,historical
REC-20231013-0137,2023-10-13_63,2023-10-13,AEGIS Core v2.2 (2026-06-22),nifty200,63,NESTLEIND,0.0604,1177.72,2024-01-15,1273.78,8.16,63,3.0,154.0,225.0,0.0,Neutral,1,historical
REC-20231013-0138,2023-10-13_63,2023-10-13,AEGIS Core v2.2 (2026-06-22),nifty200,63,BHARTIARTL,0.0732,954.2,2024-01-15,1102.4,15.53,63,3.0,118.0,225.0,0.0,Neutral,1,historical
REC-20231013-0139,2023-10-13_63,2023-10-13,AEGIS Core v2.2 (2026-06-22),nifty200,63,ASIANPAINT,0.0549,3148.8,2024-01-15,3273.9,3.97,63,3.0,174.0,225.0,0.0,Neutral,1,historical
REC-20231013-0140,2023-10-13_63,2023-10-13,AEGIS Core v2.2 (2026-06-22),nifty200,63,TCS,0.0623,3570.85,2024-01-15,3903.8,9.32,63,3.0,149.0,225.0,0.0,Neutral,1,historical
REC-20231013-0141,2023-10-13_63,2023-10-13,AEGIS Core v2.2 (2026-06-22),nifty200,63,LICI,0.0824,317.33,2024-01-15,427.4,34.69,63,3.0,37.0,225.0,1.0,Neutral,1,historical
REC-20231013-0142,2023-10-13_63,2023-10-13,AEGIS Core v2.2 (2026-06-22),nifty200,63,SUNPHARMA,0.072,1145.3,2024-01-15,1329.35,16.07,63,3.0,114.0,225.0,0.0,Neutral,1,historical
REC-20231013-0143,2023-10-13_63,2023-10-13,AEGIS Core v2.2 (2026-06-22),nifty200,63,TITAN,0.0715,3283.75,2024-01-15,3758.85,14.47,63,3.0,126.0,225.0,0.0,Neutral,1,historical
REC-20231013-0144,2023-10-13_63,2023-10-13,AEGIS Core v2.2 (2026-06-22),nifty200,63,PIDILITIND,0.0534,1230.03,2024-01-15,1377.13,11.96,63,3.0,140.0,225.0,0.0,Neutral,1,historical
REC-20231013-0145,2023-10-13_63,2023-10-13,AEGIS Core v2.2 (2026-06-22),nifty200,63,RELIANCE,0.06,1174.65,2024-01-15,1394.13,18.68,63,3.0,103.0,225.0,0.0,Neutral,1,historical
REC-20231013-0146,2023-10-13_63,2023-10-13,AEGIS Core v2.2 (2026-06-22),nifty200,63,ULTRACEMCO,0.0695,8369.0,2024-01-15,9954.55,18.95,63,3.0,99.0,225.0,0.0,Neutral,1,historical
REC-20231013-0147,2023-10-13_63,2023-10-13,AEGIS Core v2.2 (2026-06-22),nifty200,63,MARUTI,0.06,10727.55,2024-01-15,10086.9,-5.97,63,3.0,214.0,225.0,0.0,Neutral,1,historical
REC-20231013-0148,2023-10-13_63,2023-10-13,AEGIS Core v2.2 (2026-06-22),nifty200,63,MRF,0.0696,109200.0,2024-01-15,136000.0,24.54,63,3.0,72.0,225.0,0.0,Neutral,1,historical
REC-20231013-0149,2023-10-13_63,2023-10-13,AEGIS Core v2.2 (2026-06-22),nifty200,63,ABBOTINDIA,0.0677,22307.35,2024-01-15,26210.45,17.5,63,3.0,107.0,225.0,0.0,Neutral,1,historical
REC-20240115-0150,2024-01-15_63,2024-01-15,AEGIS Core v2.2 (2026-06-22),nifty200,63,HINDUNILVR,0.0859,2573.2,2024-04-18,2214.8,-13.93,63,3.0,208.0,225.0,0.0,Weak,1,historical
REC-20240115-0151,2024-01-15_63,2024-01-15,AEGIS Core v2.2 (2026-06-22),nifty200,63,SUNPHARMA,0.0594,1329.35,2024-04-18,1516.4,14.07,63,3.0,65.0,225.0,0.0,Weak,1,historical
REC-20240115-0152,2024-01-15_63,2024-01-15,AEGIS Core v2.2 (2026-06-22),nifty200,63,MARUTI,0.0832,10086.9,2024-04-18,12405.0,22.98,63,3.0,40.0,225.0,1.0,Weak,1,historical
REC-20240115-0153,2024-01-15_63,2024-01-15,AEGIS Core v2.2 (2026-06-22),nifty200,63,HDFCBANK,0.0581,836.4,2024-04-18,747.35,-10.65,63,3.0,195.0,225.0,0.0,Weak,1,historical
REC-20240115-0154,2024-01-15_63,2024-01-15,AEGIS Core v2.2 (2026-06-22),nifty200,63,VINATIORGA,0.0937,1722.1,2024-04-18,1638.25,-4.87,63,3.0,162.0,225.0,0.0,Weak,1,historical
REC-20240115-0155,2024-01-15_63,2024-01-15,AEGIS Core v2.2 (2026-06-22),nifty200,63,RELIANCE,0.0569,1394.13,2024-04-18,1464.33,5.04,63,3.0,102.0,225.0,0.0,Weak,1,historical
REC-20240115-0156,2024-01-15_63,2024-01-15,AEGIS Core v2.2 (2026-06-22),nifty200,63,ICICIBANK,0.0575,1009.85,2024-04-18,1055.45,4.52,63,3.0,106.0,225.0,0.0,Weak,1,historical
REC-20240115-0157,2024-01-15_63,2024-01-15,AEGIS Core v2.2 (2026-06-22),nifty200,63,TITAN,0.0818,3758.85,2024-04-18,3525.1,-6.22,63,3.0,174.0,225.0,0.0,Weak,1,historical
REC-20240115-0158,2024-01-15_63,2024-01-15,AEGIS Core v2.2 (2026-06-22),nifty200,63,BRITANNIA,0.0669,5177.35,2024-04-18,4695.0,-9.32,63,3.0,190.0,225.0,0.0,Weak,1,historical
REC-20240115-0159,2024-01-15_63,2024-01-15,AEGIS Core v2.2 (2026-06-22),nifty200,63,BHARTIARTL,0.0546,1102.4,2024-04-18,1265.75,14.82,63,3.0,61.0,225.0,0.0,Weak,1,historical
REC-20240115-0160,2024-01-15_63,2024-01-15,AEGIS Core v2.2 (2026-06-22),nifty200,63,ASIANPAINT,0.0656,3273.9,2024-04-18,2807.7,-14.24,63,3.0,212.0,225.0,0.0,Weak,1,historical
REC-20240115-0161,2024-01-15_63,2024-01-15,AEGIS Core v2.2 (2026-06-22),nifty200,63,MRF,0.0763,136000.0,2024-04-18,129231.5,-4.98,63,3.0,164.0,225.0,0.0,Weak,1,historical
REC-20240115-0162,2024-01-15_63,2024-01-15,AEGIS Core v2.2 (2026-06-22),nifty200,63,GRASIM,0.0489,2101.0,2024-04-18,2226.05,5.95,63,3.0,98.0,225.0,0.0,Weak,1,historical
REC-20240115-0163,2024-01-15_63,2024-01-15,AEGIS Core v2.2 (2026-06-22),nifty200,63,TCS,0.0635,3903.8,2024-04-18,3862.0,-1.07,63,3.0,137.0,225.0,0.0,Weak,1,historical
REC-20240115-0164,2024-01-15_63,2024-01-15,AEGIS Core v2.2 (2026-06-22),nifty200,63,HINDZINC,0.0478,321.75,2024-04-18,404.95,25.86,63,3.0,28.0,225.0,1.0,Weak,1,historical
REC-20240418-0165,2024-04-18_63,2024-04-18,AEGIS Core v2.2 (2026-06-22),nifty200,63,HINDUNILVR,0.0737,2214.8,2024-07-19,2727.0,23.13,63,3.0,51.0,225.0,1.0,Neutral,1,historical
REC-20240418-0166,2024-04-18_63,2024-04-18,AEGIS Core v2.2 (2026-06-22),nifty200,63,ASIANPAINT,0.0663,2807.7,2024-07-19,2946.05,4.93,63,3.0,163.0,225.0,0.0,Neutral,1,historical
REC-20240418-0167,2024-04-18_63,2024-04-18,AEGIS Core v2.2 (2026-06-22),nifty200,63,BATAINDIA,0.054,1343.55,2024-07-19,1523.8,13.42,63,3.0,111.0,225.0,0.0,Neutral,1,historical
REC-20240418-0168,2024-04-18_63,2024-04-18,AEGIS Core v2.2 (2026-06-22),nifty200,63,KOTAKBANK,0.0502,357.35,2024-07-19,364.32,1.95,63,3.0,180.0,225.0,0.0,Neutral,1,historical
REC-20240418-0169,2024-04-18_63,2024-04-18,AEGIS Core v2.2 (2026-06-22),nifty200,63,ITC,0.0934,386.79,2024-07-19,446.08,15.33,63,3.0,97.0,225.0,0.0,Neutral,1,historical
REC-20240418-0170,2024-04-18_63,2024-04-18,AEGIS Core v2.2 (2026-06-22),nifty200,63,ICICIBANK,0.0488,1055.45,2024-07-19,1248.65,18.3,63,3.0,79.0,225.0,0.0,Neutral,1,historical
REC-20240418-0171,2024-04-18_63,2024-04-18,AEGIS Core v2.2 (2026-06-22),nifty200,63,SUNPHARMA,0.0833,1516.4,2024-07-19,1568.65,3.45,63,3.0,171.0,225.0,0.0,Neutral,1,historical
REC-20240418-0172,2024-04-18_63,2024-04-18,AEGIS Core v2.2 (2026-06-22),nifty200,63,RELIANCE,0.0497,1464.33,2024-07-19,1555.15,6.2,63,3.0,154.0,225.0,0.0,Neutral,1,historical
REC-20240418-0173,2024-04-18_63,2024-04-18,AEGIS Core v2.2 (2026-06-22),nifty200,63,VINATIORGA,0.0911,1638.25,2024-07-19,1926.85,17.62,63,3.0,84.0,225.0,0.0,Neutral,1,historical
REC-20240418-0174,2024-04-18_63,2024-04-18,AEGIS Core v2.2 (2026-06-22),nifty200,63,MARUTI,0.0792,12405.0,2024-07-19,12524.3,0.96,63,3.0,183.0,225.0,0.0,Neutral,1,historical
REC-20240418-0175,2024-04-18_63,2024-04-18,AEGIS Core v2.2 (2026-06-22),nifty200,63,DRREDDY,0.0773,1191.43,2024-07-19,1327.2,11.4,63,3.0,128.0,225.0,0.0,Neutral,1,historical
REC-20240418-0176,2024-04-18_63,2024-04-18,AEGIS Core v2.2 (2026-06-22),nifty200,63,BHARTIARTL,0.074,1265.75,2024-07-19,1461.75,15.48,63,3.0,96.0,225.0,0.0,Neutral,1,historical
REC-20240418-0177,2024-04-18_63,2024-04-18,AEGIS Core v2.2 (2026-06-22),nifty200,63,ULTRACEMCO,0.0405,9382.75,2024-07-19,11258.3,19.99,63,3.0,63.0,225.0,0.0,Neutral,1,historical
REC-20240418-0178,2024-04-18_63,2024-04-18,AEGIS Core v2.2 (2026-06-22),nifty200,63,TCS,0.0742,3862.0,2024-07-19,4302.4,11.4,63,3.0,127.0,225.0,0.0,Neutral,1,historical
REC-20240418-0179,2024-04-18_63,2024-04-18,AEGIS Core v2.2 (2026-06-22),nifty200,63,GRASIM,0.0442,2226.05,2024-07-19,2743.0,23.22,63,3.0,49.0,225.0,1.0,Neutral,1,historical
REC-20240719-0180,2024-07-19_63,2024-07-19,AEGIS Core v2.2 (2026-06-22),nifty200,63,ITC,0.0686,446.08,2024-10-18,457.5,2.56,63,3.0,106.0,225.0,0.0,Neutral,1,historical
REC-20240719-0181,2024-07-19_63,2024-07-19,AEGIS Core v2.2 (2026-06-22),nifty200,63,ASIANPAINT,0.0639,2946.05,2024-10-18,2992.15,1.56,63,3.0,119.0,225.0,0.0,Neutral,1,historical
REC-20240719-0182,2024-07-19_63,2024-07-19,AEGIS Core v2.2 (2026-06-22),nifty200,63,BATAINDIA,0.0639,1523.8,2024-10-18,1464.95,-3.86,63,3.0,161.0,225.0,0.0,Neutral,1,historical
REC-20240719-0183,2024-07-19_63,2024-07-19,AEGIS Core v2.2 (2026-06-22),nifty200,63,HINDUNILVR,0.0839,2727.0,2024-10-18,2717.1,-0.36,63,3.0,140.0,225.0,0.0,Neutral,1,historical
REC-20240719-0184,2024-07-19_63,2024-07-19,AEGIS Core v2.2 (2026-06-22),nifty200,63,INFY,0.0703,1792.95,2024-10-18,1879.6,4.83,63,3.0,91.0,225.0,0.0,Neutral,1,historical
REC-20240719-0185,2024-07-19_63,2024-07-19,AEGIS Core v2.2 (2026-06-22),nifty200,63,SUNPHARMA,0.0556,1568.65,2024-10-18,1910.35,21.78,63,3.0,24.0,225.0,1.0,Neutral,1,historical
REC-20240719-0186,2024-07-19_63,2024-07-19,AEGIS Core v2.2 (2026-06-22),nifty200,63,SBICARD,0.0796,718.6,2024-10-18,740.15,3.0,63,3.0,103.0,225.0,0.0,Neutral,1,historical
REC-20240719-0187,2024-07-19_63,2024-07-19,AEGIS Core v2.2 (2026-06-22),nifty200,63,DRREDDY,0.0565,1327.2,2024-10-18,1348.22,1.58,63,3.0,117.0,225.0,0.0,Neutral,1,historical
REC-20240719-0188,2024-07-19_63,2024-07-19,AEGIS Core v2.2 (2026-06-22),nifty200,63,PIIND,0.0915,3835.3,2024-10-18,4560.7,18.91,63,3.0,32.0,225.0,1.0,Neutral,1,historical
REC-20240719-0189,2024-07-19_63,2024-07-19,AEGIS Core v2.2 (2026-06-22),nifty200,63,TCS,0.0641,4302.4,2024-10-18,4123.05,-4.17,63,3.0,164.0,225.0,0.0,Neutral,1,historical
REC-20240719-0190,2024-07-19_63,2024-07-19,AEGIS Core v2.2 (2026-06-22),nifty200,63,HDFCBANK,0.078,803.65,2024-10-18,840.93,4.64,63,3.0,93.0,225.0,0.0,Neutral,1,historical
REC-20240719-0191,2024-07-19_63,2024-07-19,AEGIS Core v2.2 (2026-06-22),nifty200,63,PIDILITIND,0.0733,1567.38,2024-10-18,1592.0,1.57,63,3.0,118.0,225.0,0.0,Neutral,1,historical
REC-20240719-0192,2024-07-19_63,2024-07-19,AEGIS Core v2.2 (2026-06-22),nifty200,63,APOLLOHOSP,0.0472,6381.95,2024-10-18,6982.9,9.42,63,3.0,70.0,225.0,0.0,Neutral,1,historical
REC-20240719-0193,2024-07-19_63,2024-07-19,AEGIS Core v2.2 (2026-06-22),nifty200,63,MRF,0.0519,128123.55,2024-10-18,129444.65,1.03,63,3.0,123.0,225.0,0.0,Neutral,1,historical
REC-20240719-0194,2024-07-19_63,2024-07-19,AEGIS Core v2.2 (2026-06-22),nifty200,63,EICHERMOT,0.0516,4850.7,2024-10-18,4765.65,-1.75,63,3.0,149.0,225.0,0.0,Neutral,1,historical
REC-20241018-0195,2024-10-18_63,2024-10-18,AEGIS Core v2.2 (2026-06-22),nifty200,63,RELAXO,0.0982,782.05,2025-01-20,578.35,-26.05,63,3.0,218.0,225.0,0.0,Strong,1,historical
REC-20241018-0196,2024-10-18_63,2024-10-18,AEGIS Core v2.2 (2026-06-22),nifty200,63,SUNPHARMA,0.0847,1910.35,2025-01-20,1778.25,-6.91,63,3.0,97.0,225.0,0.0,Strong,1,historical
REC-20241018-0197,2024-10-18_63,2024-10-18,AEGIS Core v2.2 (2026-06-22),nifty200,63,DRREDDY,0.0908,1348.22,2025-01-20,1302.35,-3.4,63,3.0,66.0,225.0,0.0,Strong,1,historical
REC-20241018-0198,2024-10-18_63,2024-10-18,AEGIS Core v2.2 (2026-06-22),nifty200,63,NESTLEIND,0.0628,1175.13,2025-01-20,1107.0,-5.8,63,3.0,86.0,225.0,0.0,Strong,1,historical
REC-20241018-0199,2024-10-18_63,2024-10-18,AEGIS Core v2.2 (2026-06-22),nifty200,63,APOLLOHOSP,0.0654,6982.9,2025-01-20,6780.85,-2.89,63,3.0,63.0,225.0,0.0,Strong,1,historical
REC-20241018-0200,2024-10-18_63,2024-10-18,AEGIS Core v2.2 (2026-06-22),nifty200,63,ITC,0.0614,457.5,2025-01-20,437.7,-4.33,63,3.0,76.0,225.0,0.0,Strong,1,historical
REC-20241018-0201,2024-10-18_63,2024-10-18,AEGIS Core v2.2 (2026-06-22),nifty200,63,TCS,0.0619,4123.05,2025-01-20,4077.8,-1.1,63,3.0,53.0,225.0,1.0,Strong,1,historical
REC-20241018-0202,2024-10-18_63,2024-10-18,AEGIS Core v2.2 (2026-06-22),nifty200,63,SBICARD,0.0683,740.15,2025-01-20,761.5,2.88,63,3.0,36.0,225.0,1.0,Strong,1,historical
REC-20241018-0203,2024-10-18_63,2024-10-18,AEGIS Core v2.2 (2026-06-22),nifty200,63,PIDILITIND,0.0581,1592.0,2025-01-20,1393.88,-12.44,63,3.0,143.0,225.0,0.0,Strong,1,historical
REC-20241018-0204,2024-10-18_63,2024-10-18,AEGIS Core v2.2 (2026-06-22),nifty200,63,ASIANPAINT,0.0569,2992.15,2025-01-20,2280.55,-23.78,63,3.0,213.0,225.0,0.0,Strong,1,historical
REC-20241018-0205,2024-10-18_63,2024-10-18,AEGIS Core v2.2 (2026-06-22),nifty200,63,INFY,0.0547,1879.6,2025-01-20,1813.3,-3.53,63,3.0,68.0,225.0,0.0,Strong,1,historical
REC-20241018-0206,2024-10-18_63,2024-10-18,AEGIS Core v2.2 (2026-06-22),nifty200,63,SHREECEM,0.0797,24325.25,2025-01-20,25146.0,3.37,63,3.0,33.0,225.0,1.0,Strong,1,historical
REC-20241018-0207,2024-10-18_63,2024-10-18,AEGIS Core v2.2 (2026-06-22),nifty200,63,MRF,0.0528,129444.65,2025-01-20,113786.6,-12.1,63,3.0,140.0,225.0,0.0,Strong,1,historical
REC-20241018-0208,2024-10-18_63,2024-10-18,AEGIS Core v2.2 (2026-06-22),nifty200,63,EICHERMOT,0.0521,4765.65,2025-01-20,5016.75,5.27,63,3.0,24.0,225.0,1.0,Strong,1,historical
REC-20241018-0209,2024-10-18_63,2024-10-18,AEGIS Core v2.2 (2026-06-22),nifty200,63,KOTAKBANK,0.0521,374.21,2025-01-20,384.1,2.64,63,3.0,37.0,225.0,1.0,Strong,1,historical
REC-20250120-0210,2025-01-20_63,2025-01-20,AEGIS Core v2.2 (2026-06-22),nifty200,63,SUNPHARMA,0.0919,1778.25,2025-04-24,1803.9,1.44,63,3.0,107.0,225.0,0.0,Weak,1,historical
REC-20250120-0211,2025-01-20_63,2025-01-20,AEGIS Core v2.2 (2026-06-22),nifty200,63,ITC,0.0678,437.7,2025-04-24,430.05,-1.75,63,3.0,129.0,225.0,0.0,Weak,1,historical
REC-20250120-0212,2025-01-20_63,2025-01-20,AEGIS Core v2.2 (2026-06-22),nifty200,63,NESTLEIND,0.0638,1107.0,2025-04-24,1216.6,9.9,63,3.0,52.0,225.0,1.0,Weak,1,historical
REC-20250120-0213,2025-01-20_63,2025-01-20,AEGIS Core v2.2 (2026-06-22),nifty200,63,ICICIBANK,0.057,1232.95,2025-04-24,1402.7,13.77,63,3.0,33.0,225.0,1.0,Weak,1,historical
REC-20250120-0214,2025-01-20_63,2025-01-20,AEGIS Core v2.2 (2026-06-22),nifty200,63,HDFCBANK,0.0643,825.63,2025-04-24,958.4,16.08,63,3.0,22.0,225.0,1.0,Weak,1,historical
REC-20250120-0215,2025-01-20_63,2025-01-20,AEGIS Core v2.2 (2026-06-22),nifty200,63,MRF,0.0989,113786.6,2025-04-24,129920.0,14.18,63,3.0,30.0,225.0,1.0,Weak,1,historical
REC-20250120-0216,2025-01-20_63,2025-01-20,AEGIS Core v2.2 (2026-06-22),nifty200,63,DRREDDY,0.0782,1302.35,2025-04-24,1200.5,-7.82,63,3.0,166.0,225.0,0.0,Weak,1,historical
REC-20250120-0217,2025-01-20_63,2025-01-20,AEGIS Core v2.2 (2026-06-22),nifty200,63,RELIANCE,0.0421,1305.45,2025-04-24,1301.6,-0.29,63,3.0,119.0,225.0,0.0,Weak,1,historical
REC-20250120-0218,2025-01-20_63,2025-01-20,AEGIS Core v2.2 (2026-06-22),nifty200,63,PIDILITIND,0.0658,1393.88,2025-04-24,1538.2,10.35,63,3.0,49.0,225.0,1.0,Weak,1,historical
REC-20250120-0219,2025-01-20_63,2025-01-20,AEGIS Core v2.2 (2026-06-22),nifty200,63,BHARTIARTL,0.0566,1641.15,2025-04-24,1845.6,12.46,63,3.0,38.0,225.0,1.0,Weak,1,historical
REC-20250120-0220,2025-01-20_63,2025-01-20,AEGIS Core v2.2 (2026-06-22),nifty200,63,TITAN,0.046,3382.25,2025-04-24,3382.6,0.01,63,3.0,115.0,225.0,0.0,Weak,1,historical
REC-20250120-0221,2025-01-20_63,2025-01-20,AEGIS Core v2.2 (2026-06-22),nifty200,63,TCS,0.0796,4077.8,2025-04-24,3401.6,-16.58,63,3.0,210.0,225.0,0.0,Weak,1,historical
REC-20250120-0222,2025-01-20_63,2025-01-20,AEGIS Core v2.2 (2026-06-22),nifty200,63,APOLLOHOSP,0.0634,6780.85,2025-04-24,7159.5,5.58,63,3.0,82.0,225.0,0.0,Weak,1,historical
REC-20250120-0223,2025-01-20_63,2025-01-20,AEGIS Core v2.2 (2026-06-22),nifty200,63,ULTRACEMCO,0.036,10624.45,2025-04-24,12159.0,14.44,63,3.0,29.0,225.0,1.0,Weak,1,historical
REC-20250120-0224,2025-01-20_63,2025-01-20,AEGIS Core v2.2 (2026-06-22),nifty200,63,RATNAMANI,0.0886,2989.55,2025-04-24,2700.0,-9.69,63,3.0,183.0,225.0,0.0,Weak,1,historical
REC-20250424-0225,2025-04-24_63,2025-04-24,AEGIS Core v2.2 (2026-06-22),nifty200,63,ITC,0.0918,430.05,2025-07-23,414.95,-3.51,63,3.0,190.0,225.0,0.0,Weak,1,historical
REC-20250424-0226,2025-04-24_63,2025-04-24,AEGIS Core v2.2 (2026-06-22),nifty200,63,NESTLEIND,0.073,1216.6,2025-07-23,1226.25,0.79,63,3.0,155.0,225.0,0.0,Weak,1,historical
REC-20250424-0227,2025-04-24_63,2025-04-24,AEGIS Core v2.2 (2026-06-22),nifty200,63,ICICIBANK,0.066,1402.7,2025-07-23,1488.6,6.12,63,3.0,107.0,225.0,0.0,Weak,1,historical
REC-20250424-0228,2025-04-24_63,2025-04-24,AEGIS Core v2.2 (2026-06-22),nifty200,63,HDFCBANK,0.0759,958.4,2025-07-23,1012.15,5.61,63,3.0,111.0,225.0,0.0,Weak,1,historical
REC-20250424-0229,2025-04-24_63,2025-04-24,AEGIS Core v2.2 (2026-06-22),nifty200,63,PIDILITIND,0.0706,1538.2,2025-07-23,1459.45,-5.12,63,3.0,201.0,225.0,0.0,Weak,1,historical
REC-20250424-0230,2025-04-24_63,2025-04-24,AEGIS Core v2.2 (2026-06-22),nifty200,63,MRF,0.0558,129920.0,2025-07-23,149915.0,15.39,63,3.0,33.0,225.0,1.0,Weak,1,historical
REC-20250424-0231,2025-04-24_63,2025-04-24,AEGIS Core v2.2 (2026-06-22),nifty200,63,AIAENG,0.0652,3171.3,2025-07-23,3354.5,5.78,63,3.0,109.0,225.0,0.0,Weak,1,historical
REC-20250424-0232,2025-04-24_63,2025-04-24,AEGIS Core v2.2 (2026-06-22),nifty200,63,MARUTI,0.0656,11894.0,2025-07-23,12627.0,6.16,63,3.0,106.0,225.0,0.0,Weak,1,historical
REC-20250424-0233,2025-04-24_63,2025-04-24,AEGIS Core v2.2 (2026-06-22),nifty200,63,RELIANCE,0.0502,1301.6,2025-07-23,1424.6,9.45,63,3.0,67.0,225.0,0.0,Weak,1,historical
REC-20250424-0234,2025-04-24_63,2025-04-24,AEGIS Core v2.2 (2026-06-22),nifty200,63,TORNTPHARM,0.0768,3325.1,2025-07-23,3553.7,6.87,63,3.0,97.0,225.0,0.0,Weak,1,historical
REC-20250424-0235,2025-04-24_63,2025-04-24,AEGIS Core v2.2 (2026-06-22),nifty200,63,SUNPHARMA,0.0582,1803.9,2025-07-23,1682.5,-6.73,63,3.0,207.0,225.0,0.0,Weak,1,historical
REC-20250424-0236,2025-04-24_63,2025-04-24,AEGIS Core v2.2 (2026-06-22),nifty200,63,ASIANPAINT,0.0494,2464.4,2025-07-23,2375.4,-3.61,63,3.0,194.0,225.0,0.0,Weak,1,historical
REC-20250424-0237,2025-04-24_63,2025-04-24,AEGIS Core v2.2 (2026-06-22),nifty200,63,TCS,0.0873,3401.6,2025-07-23,3179.1,-6.54,63,3.0,206.0,225.0,0.0,Weak,1,historical
REC-20250424-0238,2025-04-24_63,2025-04-24,AEGIS Core v2.2 (2026-06-22),nifty200,63,COALINDIA,0.044,399.85,2025-07-23,390.75,-2.28,63,3.0,180.0,225.0,0.0,Weak,1,historical
REC-20250424-0239,2025-04-24_63,2025-04-24,AEGIS Core v2.2 (2026-06-22),nifty200,63,SHREECEM,0.0701,30705.0,2025-07-23,32115.0,4.59,63,3.0,122.0,225.0,0.0,Weak,1,historical
REC-20250723-0240,2025-07-23_63,2025-07-23,AEGIS Core v2.2 (2026-06-22),nifty200,63,PIDILITIND,0.108,1459.45,2025-10-24,1507.1,3.26,63,3.0,76.0,225.0,0.0,Strong,1,historical
REC-20250723-0241,2025-07-23_63,2025-07-23,AEGIS Core v2.2 (2026-06-22),nifty200,63,ITC,0.0736,414.95,2025-10-24,416.8,0.45,63,3.0,98.0,225.0,0.0,Strong,1,historical
