scored_recs,stocks,first,last,win_rate,median_ret,avg_ret,best,worst,hit_top25_rate,r12m_window_recs,r12m_win_rate,r12m_median_ret,calib_topbucket_gap,avg_mfe,avg_mae,pct_excellent,pct_poor
285,71,2021-07-01,2026-01-27,63.9,3.26,4.48,101.2,-26.0,20.7,60,56.7,1.48,39.1,10.7,-6.3,27,28
