rec_id,asof,horizon_d,symbol,weight,mature_date,actual_ret,rank,universe_n,hit_top25,scored,source
2025-04-24_63,2025-04-24,63,TCS,0.0873,2025-07-23,-6.54,206.0,225.0,0.0,1,historical
2025-04-24_63,2025-04-24,63,COALINDIA,0.044,2025-07-23,-2.28,180.0,225.0,0.0,1,historical
2025-04-24_63,2025-04-24,63,SHREECEM,0.0701,2025-07-23,4.59,122.0,225.0,0.0,1,historical
2025-07-23_63,2025-07-23,63,PIDILITIND,0.108,2025-10-24,3.26,76.0,225.0,0.0,1,historical
2025-07-23_63,2025-07-23,63,ITC,0.0736,2025-10-24,0.45,98.0,225.0,0.0,1,historical
2025-07-23_63,2025-07-23,63,HDFCBANK,0.0649,2025-10-24,-1.72,114.0,225.0,0.0,1,historical
2025-07-23_63,2025-07-23,63,ICICIBANK,0.0637,2025-10-24,-7.45,172.0,225.0,0.0,1,historical
2025-07-23_63,2025-07-23,63,NESTLEIND,0.0625,2025-10-24,4.55,66.0,225.0,0.0,1,historical
2025-07-23_63,2025-07-23,63,ACC,0.0622,2025-10-24,-5.12,152.0,225.0,0.0,1,historical
2025-07-23_63,2025-07-23,63,ASIANPAINT,0.0641,2025-10-24,5.31,61.0,225.0,0.0,1,historical
2025-07-23_63,2025-07-23,63,MARUTI,0.0652,2025-10-24,28.88,2.0,225.0,1.0,1,historical
2025-07-23_63,2025-07-23,63,TCS,0.0798,2025-10-24,-3.65,139.0,225.0,0.0,1,historical
2025-07-23_63,2025-07-23,63,DRREDDY,0.0545,2025-10-24,2.9,80.0,225.0,0.0,1,historical
2025-07-23_63,2025-07-23,63,SHREECEM,0.0539,2025-10-24,-10.6,194.0,225.0,0.0,1,historical
2025-07-23_63,2025-07-23,63,APOLLOHOSP,0.0572,2025-10-24,6.29,55.0,225.0,1.0,1,historical
2025-07-23_63,2025-07-23,63,CIPLA,0.0562,2025-10-24,7.53,47.0,225.0,1.0,1,historical
2025-07-23_63,2025-07-23,63,COALINDIA,0.0524,2025-10-24,0.84,92.0,225.0,0.0,1,historical
2025-07-23_63,2025-07-23,63,MRF,0.0817,2025-10-24,6.85,53.0,225.0,1.0,1,historical
2025-10-24_63,2025-10-24,63,HDFCBANK,0.067,2026-01-27,-6.87,125.0,225.0,0.0,1,historical
2025-10-24_63,2025-10-24,63,SBIN,0.0703,2026-01-27,16.43,17.0,225.0,1.0,1,historical
2025-10-24_63,2025-10-24,63,COALINDIA,0.0719,2026-01-27,7.32,37.0,225.0,1.0,1,historical
2025-10-24_63,2025-10-24,63,ITC,0.0723,2026-01-27,-23.55,214.0,225.0,0.0,1,historical
2025-10-24_63,2025-10-24,63,NTPC,0.064,2026-01-27,1.5,72.0,225.0,0.0,1,historical
2025-10-24_63,2025-10-24,63,ACC,0.0645,2026-01-27,-8.77,140.0,225.0,0.0,1,historical
2025-10-24_63,2025-10-24,63,PIDILITIND,0.0947,2026-01-27,-3.97,106.0,225.0,0.0,1,historical
2025-10-24_63,2025-10-24,63,ONGC,0.0699,2026-01-27,-2.75,93.0,225.0,0.0,1,historical
2025-10-24_63,2025-10-24,63,MARICO,0.0865,2026-01-27,2.75,66.0,225.0,0.0,1,historical
2025-10-24_63,2025-10-24,63,ULTRACEMCO,0.0462,2026-01-27,5.63,49.0,225.0,1.0,1,historical
2025-10-24_63,2025-10-24,63,LT,0.053,2026-01-27,-3.0,97.0,225.0,0.0,1,historical
2025-10-24_63,2025-10-24,63,EICHERMOT,0.0602,2026-01-27,4.74,53.0,225.0,1.0,1,historical
2025-10-24_63,2025-10-24,63,BHARTIARTL,0.0432,2026-01-27,-2.75,94.0,225.0,0.0,1,historical
2025-10-24_63,2025-10-24,63,SUNPHARMA,0.0941,2026-01-27,-3.54,103.0,225.0,0.0,1,historical
2025-10-24_63,2025-10-24,63,RELIANCE,0.0422,2026-01-27,-4.9,111.0,225.0,0.0,1,historical
2026-01-27_63,2026-01-27,63,HDFCBANK,0.1139,2026-04-30,-16.7,210.0,225.0,0.0,1,historical
2026-01-27_63,2026-01-27,63,SBIN,0.0741,2026-04-30,1.45,111.0,225.0,0.0,1,historical
2026-01-27_63,2026-01-27,63,LT,0.0864,2026-04-30,5.97,83.0,225.0,0.0,1,historical
2026-01-27_63,2026-01-27,63,UBL,0.1088,2026-04-30,2.46,102.0,225.0,0.0,1,historical
2026-01-27_63,2026-01-27,63,ONGC,0.0488,2026-04-30,20.81,37.0,225.0,1.0,1,historical
2026-01-27_63,2026-01-27,63,PIDILITIND,0.0643,2026-04-30,-4.94,159.0,225.0,0.0,1,historical
2026-01-27_63,2026-01-27,63,SHREECEM,0.0474,2026-04-30,-11.11,189.0,225.0,0.0,1,historical
2026-01-27_63,2026-01-27,63,ULTRACEMCO,0.0471,2026-04-30,-7.97,173.0,225.0,0.0,1,historical
2026-01-27_63,2026-01-27,63,MARICO,0.0735,2026-04-30,3.92,95.0,225.0,0.0,1,historical
2026-01-27_63,2026-01-27,63,NTPC,0.0383,2026-04-30,15.8,45.0,225.0,1.0,1,historical
2026-01-27_63,2026-01-27,63,BHARTIARTL,0.078,2026-04-30,-4.39,153.0,225.0,0.0,1,historical
2026-01-27_63,2026-01-27,63,RELIANCE,0.064,2026-04-30,3.64,98.0,225.0,0.0,1,historical
2026-01-27_63,2026-01-27,63,TITAN,0.0759,2026-04-30,9.71,70.0,225.0,0.0,1,historical
2026-01-27_63,2026-01-27,63,POWERGRID,0.0371,2026-04-30,25.16,24.0,225.0,1.0,1,historical
2026-01-27_63,2026-01-27,63,IRCTC,0.0422,2026-04-30,-11.19,190.0,225.0,0.0,1,historical
2026-06-23_63,2026-06-23,63,MARICO,0.0838,2026-06-23,,,,,0,live
2026-06-23_63,2026-06-23,63,APOLLOHOSP,0.0795,2026-06-23,,,,,0,live
2026-06-23_63,2026-06-23,63,LUPIN,0.1093,2026-06-23,,,,,0,live
2026-06-23_63,2026-06-23,63,BRITANNIA,0.0614,2026-06-23,,,,,0,live
2026-06-23_63,2026-06-23,63,BHARTIARTL,0.1007,2026-06-23,,,,,0,live
2026-06-23_63,2026-06-23,63,ICICIGI,0.0645,2026-06-23,,,,,0,live
2026-06-23_63,2026-06-23,63,ABBOTINDIA,0.1121,2026-06-23,,,,,0,live
2026-06-23_63,2026-06-23,63,ICICIBANK,0.0521,2026-06-23,,,,,0,live
2026-06-23_63,2026-06-23,63,NTPC,0.0515,2026-06-23,,,,,0,live
2026-06-23_63,2026-06-23,63,SHREECEM,0.0417,2026-06-23,,,,,0,live
2026-06-23_63,2026-06-23,63,POWERGRID,0.0484,2026-06-23,,,,,0,live
2026-06-23_63,2026-06-23,63,RELIANCE,0.0524,2026-06-23,,,,,0,live
2026-06-23_63,2026-06-23,63,PIDILITIND,0.0515,2026-06-23,,,,,0,live
2026-06-23_63,2026-06-23,63,PAGEIND,0.0528,2026-06-23,,,,,0,live
2026-06-23_63,2026-06-23,63,GRASIM,0.0382,2026-06-23,,,,,0,live
