policy,N,win_rate_pct,avg_return_pct,median_return_pct,profit_factor,sharpe_ann,max_drawdown_pct,avg_holding_days,largest_loss_pct,largest_gain_pct,turnover_proxy_per_yr,ulcer_index_pct,losses_lte_-10pct,losses_lte_-15pct,losses_lte_-20pct,description
A_baseline,285,62.807017543859644,4.319926506479477,3.104928568981456,2.5998602479599473,0.664715478246286,-0.36818594319319997,63.0,-26.20692794578351,101.09000000000002,285.0,0.14433424523101876,27,9,4,Current production (no stop)
B_hard5,285,40.70175438596491,2.4772532666548193,-5.159999999999999,1.8372826415344443,0.5253375850359854,-0.5758762565557629,38.291228070175436,-6.974047852245704,101.09000000000002,173.22222222222223,0.27784235801631985,0,0,0,5% hard stop
C_hard7,285,52.63157894736842,3.35691566907214,0.8017089883111589,2.081173882431135,0.6050243185628986,-0.7230139759375032,47.89824561403509,-10.01950331453449,101.09000000000002,216.6825396825397,0.29082180547033554,1,0,0,7% hard stop
D_atr,285,33.33333333333333,2.1285508744664026,-3.456573395181811,1.7828888166238992,0.5022860492740745,-0.6724839520266812,33.136842105263156,-10.01950331453449,101.09000000000002,149.9047619047619,0.31458118440601807,1,0,0,2×ATR stop
E_trailing,285,60.35087719298245,-0.6560288239858701,0.31578082480381264,0.6382925631553797,-0.7173810113507232,-0.7235384146404233,13.585964912280701,-10.01950331453449,14.546773981226329,61.46031746031746,0.3439047654209181,1,0,0,Trailing stop (6%/3%)
F_breakeven,285,25.6140350877193,1.3180015072212607,-0.9126570447872222,1.9055918514682122,0.6163637555886361,-0.4271604712133614,20.392982456140352,-12.582285987565756,37.93789634504643,92.25396825396827,0.20074466703461397,1,0,0,Break-even after day 5
