cash_annual,cost_bps,candidate,horizon_days,phase_offset,aggregate,cagr_full,sharpe_full,max_dd_full,ulcer_full,cvar5_full,dsr,cagr_disc,sharpe_disc,cagr_conf,sharpe_conf,max_dd_conf,ulcer_conf,phase_top2_sharpe,cost_drag
0.0,50,H84,84,0,phase,0.09137061427519977,1.0128683226756523,-0.13869817770944626,6.31757630757372,-0.013552905312494362,0.44396023208462715,0.17056433254871006,1.5207099654071732,0.017534692100199534,0.2859832249710567,-0.124819674467323,7.0751200251657265,,
0.0,50,H84,84,21,phase,0.11956846185728942,1.2660346180461577,-0.1537613144371477,6.8293172151750765,-0.013328570614318499,0.6759762251681604,0.15612714585446819,1.635404040581914,0.07837519494380807,0.8482439397216408,-0.15376131443714758,8.452314435327564,,
0.0,50,H84,84,42,phase,0.08787078340414234,0.9369094860769585,-0.1421407271015288,5.8670277264660475,-0.01470223105776399,0.4143770084616717,0.07531900642037503,0.8667922313389628,0.03703343524911884,0.4144322854746517,-0.1421407271015288,6.380671537234174,,
0.0,50,H84,84,63,phase,0.12416243584695286,1.3823233891965694,-0.16435634684276612,5.980654856294663,-0.012222065794330324,0.7221920510474692,0.18746799083777232,1.9314803493127366,0.05739968757455749,0.6844984282452986,-0.16435634684276612,8.721162605764064,,
0.0,50,H84,84,-1,median,0.1054695380662446,1.139451470360905,-0.14795102076933825,6.149115581934192,-0.01344073796340643,0.5599682286263937,0.16334573920158912,1.5780570029945435,0.047216561411838165,0.5494653568599752,-0.1479510207693382,7.763717230246645,0.5,0.006517418794474872
0.0,50,H84,84,-2,worst,0.08787078340414234,0.9369094860769585,-0.16435634684276612,6.8293172151750765,-0.01470223105776399,,,,0.017534692100199534,0.2859832249710567,-0.16435634684276612,8.721162605764064,,
0.06,15,N0,63,0,phase,0.12897856750589853,1.3145352397934797,-0.15601001838112227,5.402773540835382,-0.013999747309663727,0.7006517400014436,0.19332312617893166,1.6979609189313478,0.06072863387228722,0.7725860709791861,-0.11786009749622883,5.925478517506928,,
0.06,15,N0,63,15,phase,0.12600606641676748,1.4565083970547061,-0.1656651617281003,6.133832856506025,-0.011758570674323758,0.7935473274398293,0.15387655296771396,1.8850559285156498,0.04509081636319667,0.5450797422870101,-0.1656651617281002,8.655810011425073,,
0.06,15,N0,63,31,phase,0.1100554831162881,1.2155480726048171,-0.15746971629344864,5.656238547997429,-0.013289703628319795,0.6289901730073753,0.17824907836202275,1.8434338230654121,0.02744154359941864,0.34644208084718486,-0.15746971629344875,7.71621108068869,,
0.06,15,N0,63,47,phase,0.14296845117076762,1.4941753702596172,-0.14103356760518537,5.9672756938172515,-0.01312512080156664,0.7895890711963129,0.15402849268792806,1.6851906748960572,0.12303992870552483,1.203859031995204,-0.1410335676051856,7.492406614697993,,
0.06,15,N0,63,-1,median,0.127492316961333,1.385521818424093,-0.15673986733728545,5.81175712090734,-0.013207412214943218,0.7451204055988783,0.1661387855249754,1.77069737099838,0.052909725117741946,0.658832906633098,-0.14925164194931717,7.604308847693341,1.0,0.007509714731227746
0.06,15,N0,63,-2,worst,0.1100554831162881,1.2155480726048171,-0.1656651617281003,6.133832856506025,-0.013999747309663727,,,,0.02744154359941864,0.34644208084718486,-0.1656651617281002,8.655810011425073,,
0.06,15,H21,21,0,phase,0.09132873638631978,1.0794560659863075,-0.14590012953833298,7.555899218668327,-0.012245791515821518,0.5385109635488657,0.09713085544872802,1.114869689973753,0.04039526048624098,0.5170086237369047,-0.14425291419032304,7.834433830482372,,
0.06,15,H21,21,5,phase,0.0915151881993943,1.0897047980282257,-0.1338683663689456,6.213637123928255,-0.012224542502663183,0.5385378065363452,0.0888378561181844,1.047693229266776,0.0659616783574648,0.7899444954515645,-0.1338683663689455,6.079117790544459,,
0.06,15,H21,21,10,phase,0.08948091844025363,1.040706433685995,-0.12876508597588876,5.89687537865779,-0.01270966001560433,0.4985341664342396,0.09308054525116582,1.0449981047736305,0.054743518085745624,0.6632654938442684,-0.1287650859758891,6.520025910371713,,
0.06,15,H21,21,15,phase,0.10318022752123102,1.2265946544529447,-0.14066963655467712,5.767651104000534,-0.011913098902223005,0.6472241018697011,0.12665586522400019,1.57410872179854,0.045837445867290105,0.547775131813555,-0.14066963655467712,7.74558513224629,,
0.06,15,H21,21,-1,median,0.09142196229285704,1.0845804320072667,-0.13726900146181137,6.055256251293022,-0.012235167009242352,0.5385243850426055,0.09510570034994692,1.0812814596202645,0.050290481976517865,0.6055203128289117,-0.1372690014618113,7.132805521309001,0.0,0.016067172535949248
0.06,15,H21,21,-2,worst,0.08948091844025363,1.040706433685995,-0.14590012953833298,7.555899218668327,-0.01270966001560433,,,,0.04039526048624098,0.5170086237369047,-0.14425291419032304,7.834433830482372,,
0.06,15,H42,42,0,phase,0.11858750744023405,1.319136293894933,-0.12640563512296465,5.415801139629287,-0.013173252297637916,0.7103882771116709,0.1272825951224934,1.3127624244902332,0.05533164111766653,0.7016084136428686,-0.10627607452388066,5.358395221838109,,
0.06,15,H42,42,10,phase,0.13101763900279173,1.3876962585166446,-0.13655682514129341,4.485818796762741,-0.013582715108423645,0.7391365767454035,0.14836910323351793,1.4647283346788342,0.09731275808980167,1.1036807324394415,-0.10757997635166361,4.991163808747661,,
0.06,15,H42,42,21,phase,0.12083138211078537,1.321566978116514,-0.14411176721937036,6.535852724117743,-0.012610639673680335,0.7164380330282113,0.159291276254921,1.6994405757684614,0.06703411078803856,0.7575146352219669,-0.14411176721937025,7.946559715175118,,
0.06,15,H42,42,31,phase,0.08535976224823671,0.9468794189363853,-0.18166382836562434,7.878320382326684,-0.013407931639365281,0.4219004660457256,0.10608701825195133,1.1589049153833053,0.030710930727442243,0.36407049606852276,-0.18166382836562434,10.28192969628002,,
0.06,15,H42,42,-1,median,0.11970944477550971,1.3203516360057235,-0.14033429618033189,5.975826931873515,-0.0132905919685016,0.7134131550699411,0.13782584917800567,1.3887453795845337,0.061182875952852545,0.7295615244324178,-0.12584587178551693,6.652477468506613,0.5,0.009761088804746354
0.06,15,H42,42,-2,worst,0.08535976224823671,0.9468794189363853,-0.18166382836562434,7.878320382326684,-0.013582715108423645,,,,0.030710930727442243,0.36407049606852276,-0.18166382836562434,10.28192969628002,,
0.06,15,H84,84,0,phase,0.11458085200650303,1.2484356245882289,-0.13869817770944626,5.423243067645831,-0.013482560311825237,0.6241066637046191,0.19018591390302952,1.6779400000786875,0.04377850649033799,0.656566223933471,-0.11504260892952578,5.815268468067733,,
0.06,15,H84,84,21,phase,0.14140612229980354,1.4777704311613338,-0.14843429844513845,6.023247307276992,-0.01325101000805787,0.8119677625412158,0.18143130531413854,1.8785598898643392,0.09642065409886302,1.0255702751127416,-0.14843429844513867,7.5470277794640275,,
0.06,15,H84,84,42,phase,0.110121179035503,1.1510998126347485,-0.11324082386155299,4.649197677214801,-0.014642714238345438,0.5876055523847163,0.10037334148592025,1.1291708952573656,0.05768512248028723,0.6121202405769033,-0.11324082386155321,4.771779478882565,,
0.06,15,H84,84,63,phase,0.1458947206890131,1.6066856971049857,-0.15906195094293862,5.3486986398549945,-0.012159021720406758,0.8488842912893657,0.2083808011994035,2.1324587465524654,0.07770270509955779,0.9048109927777188,-0.1590619509429385,7.844158100841502,,
0.06,15,H84,84,-1,median,0.12799348715315328,1.3631030278747813,-0.14356623807729235,5.385970853750413,-0.013366785159941552,0.7180372131229175,0.18580860960858403,1.7782499449715132,0.06769391378992251,0.7806886083555948,-0.13173845368733222,6.68114812376588,0.5,0.00661073290837022
0.06,15,H84,84,-2,worst,0.110121179035503,1.1510998126347485,-0.15906195094293862,6.023247307276992,-0.014642714238345438,,,,0.04377850649033799,0.6121202405769033,-0.1590619509429385,7.844158100841502,,
0.06,30,N0,63,0,phase,0.12558718631922927,1.2828608705736357,-0.15682894856667418,5.524678606262269,-0.014015093376492203,0.678307393024054,0.18971827314967604,1.670033589962824,0.0575624563370809,0.7348278664790375,-0.11954085437426687,6.082559968252261,,
0.06,30,N0,63,15,phase,0.1229517957413302,1.42322442255285,-0.1670239871802629,6.243733466821409,-0.0117696704692569,0.7738448115450921,0.15106804577621102,1.8546927000424251,0.04200742374042998,0.5107483843459679,-0.1670239871802629,8.810168156073955,,
0.06,30,N0,63,31,phase,0.10701304267708278,1.1843947753373332,-0.15799186916626318,5.7616375039318966,-0.013302274505582145,0.6050279696469146,0.17507587005235004,1.8126861981053775,0.024714129109057348,0.31683001357714474,-0.1579918691662633,7.860065690850207,,
0.06,30,N0,63,47,phase,0.13940330014155977,1.4600756478518595,-0.14196552339407909,6.06143010016871,-0.013143042391022432,0.7698595244159891,0.1507070650214275,1.6500136655016233,0.1192066259780653,1.1706256199540983,-0.1419655233940793,7.611791393701515,,
0.06,30,N0,63,-1,median,0.12426949103027973,1.3530426465632428,-0.15741040886646868,5.911533802050304,-0.01322265844830229,0.7240834587200216,0.16307195791428053,1.7413598940341006,0.04978494003875544,0.6227881254125027,-0.1499786962801713,7.735928542275861,1.0,0.007509714731227746
0.06,30,N0,63,-2,worst,0.10701304267708278,1.1843947753373332,-0.1670239871802629,6.243733466821409,-0.014015093376492203,,,,0.024714129109057348,0.31683001357714474,-0.1670239871802629,8.810168156073955,,
0.06,30,H21,21,0,phase,0.08387297518036041,0.9985225392502273,-0.1513931957155269,7.924452929645523,-0.012252541691194345,0.47191986408435366,0.08966839504839319,1.0353795127965644,0.03345139848412426,0.43705203412253496,-0.14688600650302353,8.167137620490617,,
0.06,30,H21,21,5,phase,0.08482991481447266,1.0156618945211022,-0.1362274361372353,6.480687419912136,-0.01223949535703981,0.4780409698199925,0.08210782845530495,0.9734398609592879,0.05923840035126027,0.716120596878712,-0.1362274361372353,6.3377495745677885,,
0.06,30,H21,21,10,phase,0.08313969664754595,0.9712779928211014,-0.1305992296407471,6.125558786968962,-0.012794074252286732,0.441869385823354,0.08666130588357701,0.9776102549492183,0.048316211040067225,0.5911159800940329,-0.1305992296407471,6.806556691069461,,
0.06,30,H21,21,15,phase,0.09585256535545628,1.1452192210964,-0.1431816910138629,6.0244560276296495,-0.011937866704376231,0.5835760130314143,0.11913682650678759,1.4889625644537459,0.03889559164268719,0.47216777416571093,-0.1431816910138629,8.090891397142737,,
