stop_pct,asof,symbol,reason,exit_ret_pct,hold_to_mature_pct,hold_minus_exit_pp,post_exit_max_recovery_pct,false_exit
0.05,2025-04-24,MRF,DD -5.3% at bar 25,8.335899014778326,15.390240147783251,7.054341133004925,8.326820603907636,True
0.05,2025-04-24,AIAENG,DD -7.5% at bar 40,4.042506227729947,5.776810771607852,1.7343045438779043,4.837096529777241,False
0.05,2025-04-24,MARUTI,DD -5.1% at bar 23,4.186985034471162,6.162771145115184,1.9757861106440222,3.3408650742414503,False
0.05,2025-04-24,RELIANCE,DD -7.3% at bar 61,8.543331284572837,9.449907805777505,0.9065765212046681,0.8352208380520976,False
0.05,2025-04-24,TORNTPHARM,DD -5.8% at bar 10,-2.6284923761691408,6.874981203572823,9.503473579741964,9.76001482533897,True
0.05,2025-04-24,SUNPHARMA,DD -5.3% at bar 10,-6.52475192638173,-6.729863074449808,-0.2051111480680783,3.1965365911516885,False
0.05,2025-04-24,ASIANPAINT,DD -5.3% at bar 8,-6.565492614835261,-3.611426716442136,2.9540658983931247,8.525145487709551,True
0.05,2025-04-24,TCS,DD -5.9% at bar 27,-0.6085371589840022,-6.541039510818439,-5.932502351834437,3.9752728563400286,False
0.05,2025-04-24,COALINDIA,DD -5.4% at bar 7,-4.139052144554211,-2.2758534450418964,1.8631986995123144,6.470127837203243,True
0.05,2025-04-24,SHREECEM,DD -5.4% at bar 23,-2.572870867936818,4.592085979482169,7.164956847418987,8.123015209760997,True
0.05,2025-07-23,PIDILITIND,DD -5.7% at bar 45,0.5036143752783521,3.264928568981456,2.761314193703104,5.174529588219268,True
0.05,2025-07-23,HDFCBANK,DD -5.4% at bar 24,-5.982314874277524,-1.719112779726323,4.2632020945512,6.010928961748618,True
0.05,2025-07-23,ICICIBANK,DD -6.0% at bar 24,-6.099690984817948,-7.4499529759505485,-1.3502619911326006,2.7757905279725215,False
0.05,2025-07-23,NESTLEIND,DD -5.3% at bar 1,-7.253822629969422,4.54638124362895,11.800203873598372,13.38257276004573,True
0.05,2025-07-23,ACC,DD -5.2% at bar 2,-6.379487179487184,-5.123076923076928,1.2564102564102564,3.286590709903603,False
0.05,2025-07-23,ASIANPAINT,DD -5.4% at bar 42,3.443630546434273,5.312789424938949,1.8691588785046762,2.392967605404528,False
0.05,2025-07-23,TCS,DD -5.5% at bar 7,-3.2933849202604453,-3.6456858859425654,-0.3523009656821201,3.327478532396566,False
0.05,2025-07-23,DRREDDY,DD -6.1% at bar 7,-1.7957351290684695,2.902036235369554,4.697771364438023,7.975510204081626,True
0.05,2025-07-23,SHREECEM,DD -5.3% at bar 4,-4.748559862992371,-10.602522185894442,-5.8539623229020705,2.4517816279830074,False
0.05,2025-07-23,APOLLOHOSP,DD -5.5% at bar 12,-1.5528582084491762,6.292805316335526,7.845663524784703,10.373329659732743,True
0.05,2025-07-23,CIPLA,DD -5.5% at bar 10,1.187648456057007,7.526297930098411,6.338649474041404,11.576123407109318,True
0.05,2025-07-23,MRF,DD -5.4% at bar 12,-5.166260881165994,6.853883867524931,12.020144748690925,14.15558838010833,True
0.05,2025-10-24,HDFCBANK,DD -6.0% at bar 51,-4.830359386780594,-6.8710731339532565,-2.0407137471726626,0.0,False
0.05,2025-10-24,COALINDIA,DD -5.9% at bar 8,-4.580636975003175,7.321405912955199,11.902042887958373,14.973404255319146,True
0.05,2025-10-24,ITC,DD -5.0% at bar 27,-3.2989443378119,-23.548464491362772,-20.249520153550872,1.0668651532067974,False
0.05,2025-10-24,NTPC,DD -6.0% at bar 8,-3.9752650176678443,1.5017667844522866,5.4770318021201305,7.973014412756818,True
0.05,2025-10-24,ACC,DD -5.1% at bar 28,-2.8052537700664755,-8.76709367061239,-5.961839900545915,0.0,False
0.05,2025-10-24,PIDILITIND,DD -5.3% at bar 59,-5.659876584168268,-3.9745206024815785,1.6853559816866897,2.1803347868898593,False
0.05,2025-10-24,ONGC,DD -5.3% at bar 23,-4.592877314088488,-2.7494508942579303,1.8434264198305579,2.0472764645426578,False
0.05,2025-10-24,MARICO,DD -5.7% at bar 24,-0.9506096300888581,2.7485017565612635,3.6991113866501215,8.35941303289518,True
0.05,2025-10-24,ULTRACEMCO,DD -5.3% at bar 31,-5.042792414834704,5.630139285114952,10.672931699949656,11.239727843067948,True
0.05,2025-10-24,LT,DD -6.6% at bar 55,-1.0013060513713516,-2.9987963840303187,-1.997490332658967,0.10347146774276617,False
0.05,2025-10-24,EICHERMOT,DD -5.4% at bar 59,4.385964912280702,4.744152046783626,0.3581871345029235,0.34313725490195957,False
0.05,2025-10-24,BHARTIARTL,DD -5.3% at bar 9,-0.46814172374710494,-2.7546444586803265,-2.2865027349332214,7.074957916625402,True
0.05,2025-10-24,SUNPHARMA,DD -5.2% at bar 42,1.2065921130076516,-3.537374926427305,-4.743967039434956,3.6696714161093213,False
0.05,2025-10-24,RELIANCE,DD -5.3% at bar 50,3.6235877652245896,-4.898043538164778,-8.521631303389368,0.0,False
0.05,2026-01-27,HDFCBANK,DD -5.2% at bar 14,-0.06476683937824079,-16.69905008635578,-16.63428324697754,0.0,False
0.05,2026-01-27,SBIN,DD -5.5% at bar 4,-2.321606608745197,1.4527845036319569,3.774391112377154,19.354525128803335,True
0.05,2026-01-27,LT,DD -8.0% at bar 25,2.502772057658792,5.971804213527636,3.469032155868844,6.109308195539076,True
0.05,2026-01-27,UBL,DD -6.0% at bar 31,15.587243607754994,2.458555774093847,-13.128687833661147,0.0,False
0.05,2026-01-27,ONGC,DD -7.7% at bar 4,2.4198427102238353,20.81064730792499,18.390804597701155,18.684780468596184,True
0.05,2026-01-27,PIDILITIND,DD -5.1% at bar 26,-0.08982863460475086,-4.94057490326147,-4.850746268656719,0.0,False
0.05,2026-01-27,SHREECEM,DD -5.1% at bar 24,-4.02277736958119,-11.113152094048493,-7.090374724467303,0.0,False
0.05,2026-01-27,ULTRACEMCO,DD -7.2% at bar 26,-2.390976249106363,-7.967273016125189,-5.576296767018826,0.0,False
0.05,2026-01-27,MARICO,DD -6.0% at bar 31,1.5218557253955516,3.915258782515426,2.3934030571198743,3.9424156375883257,False
0.05,2026-01-27,NTPC,DD -5.1% at bar 43,5.787641427328109,15.79634464751958,10.008703220191471,12.491430138488969,True
0.05,2026-01-27,BHARTIARTL,DD -6.1% at bar 22,-2.219519610823968,-4.388365257930483,-2.1688456471065147,0.0,False
0.05,2026-01-27,RELIANCE,DD -5.1% at bar 24,-1.6298442593263311,3.6436073886273057,5.273451647953637,5.360824742268044,True
0.05,2026-01-27,TITAN,DD -6.2% at bar 33,2.346760070052544,9.712284213159867,7.365524143107323,10.636061406081932,True
0.05,2026-01-27,POWERGRID,DD -5.6% at bar 45,16.040888539414187,25.16217810104188,9.121289561627695,8.724377435202445,True
0.05,2026-01-27,IRCTC,DD -6.1% at bar 22,-2.0658436213991695,-11.185185185185192,-9.119341563786023,0.0,False
0.08,2021-07-01,ABBOTINDIA,DD -8.7% at bar 23,7.103720655102989,31.63721969610966,24.53349904100667,22.90629951130252,True
0.08,2021-07-01,COLPAL,DD -8.4% at bar 24,-3.8051750380517504,-1.1942395504039394,2.610935487647811,5.617088607594933,True
0.08,2021-07-01,EXIDEIND,DD -8.9% at bar 26,-8.081363386476095,-1.6767454645409627,6.404617921935133,13.427033492822972,True
0.08,2021-07-01,SUPREMEIND,DD -8.2% at bar 28,-6.15271422987608,6.7574092382682185,12.910123468144299,14.391062547467982,True
0.08,2021-07-01,AIAENG,DD -8.5% at bar 18,-5.454115421002837,-8.75591296121097,-3.301797540208134,7.1346375143843455,True
0.08,2021-10-01,INFY,DD -8.5% at bar 19,2.0959072756208066,14.010749782301891,11.914842506681085,11.670244992794343,True
0.08,2021-10-01,BRITANNIA,DD -8.0% at bar 25,-5.676978398918669,-7.7414501032873355,-2.0644717043686667,1.1923752872786242,False
0.08,2021-10-01,COLPAL,DD -8.4% at bar 14,-9.210214480388673,-13.27171465813485,-4.061500177746177,1.3476033543250665,False
0.08,2021-10-01,TCS,DD -8.2% at bar 9,-2.226422175754644,2.3470591389201703,4.573481314674814,4.677624994858998,False
0.08,2021-10-01,HEROMOTOCO,DD -8.2% at bar 15,-5.177408311241413,-13.039203637704311,-7.861795326462898,1.8663210516570938,False
0.08,2021-10-01,SJVN,DD -10.3% at bar 13,2.4647887323943762,8.978873239436622,6.514084507042245,6.357388316151202,True
0.08,2021-10-01,RATNAMANI,DD -9.7% at bar 38,1.2176664832140767,-12.059713813979087,-13.277380297193163,0.0,False
0.08,2021-10-01,BAJAJ-AUTO,DD -8.6% at bar 28,-6.526761148315419,-14.937963972382288,-8.41120282406687,0.20965524901765953,False
0.08,2021-10-01,PIDILITIND,DD -8.6% at bar 15,-4.070724704831093,2.3456310036983945,6.416355708529488,6.690356468264569,True
0.08,2021-10-01,HDFCLIFE,DD -8.5% at bar 37,-6.278703132497096,-10.823222976214963,-4.544519843717866,3.166825129817896,False
0.08,2021-10-01,TORNTPHARM,DD -10.9% at bar 17,-9.649544238709838,5.5684680707403835,15.218012309450222,17.79039269931375,True
0.08,2021-10-01,ATUL,DD -10.8% at bar 12,-2.6404402102496607,-7.161629434953993,-4.521189224704333,3.8155341853304714,False
0.08,2021-10-01,RELIANCE,DD -8.5% at bar 21,-1.5887148867822256,-4.748686254997457,-3.1599713682152313,4.409338466178192,False
0.08,2021-10-01,SBILIFE,DD -8.2% at bar 13,-3.4613953103676365,0.028948347876443195,3.49034365824408,3.6154900616860886,False
0.08,2021-10-01,NHPC,DD -9.0% at bar 12,6.8728522336769755,7.216494845360817,0.34364261168384136,9.0032154340836,True
0.08,2022-01-03,PETRONET,DD -8.4% at bar 35,-6.1928702010968975,-8.775137111517376,-2.5822669104204783,7.600487210718643,True
0.08,2022-01-03,NESTLEIND,DD -8.2% at bar 22,-6.84114239251956,-8.409391198292509,-1.5682488057729493,0.0,False
0.08,2022-01-03,HEROMOTOCO,DD -10.8% at bar 37,3.302915287087143,-5.828555277396427,-9.131470564483571,0.0,False
0.08,2022-01-03,HDFCBANK,DD -9.4% at bar 37,-4.1825145098245775,5.830251503625805,10.012766013450381,13.783393997664994,True
0.08,2022-01-03,BAJAJ-AUTO,DD -9.2% at bar 41,-1.0680174544566843,16.252174178389428,17.32019163284611,17.507171277875443,True
0.08,2022-01-03,HDFCLIFE,DD -10.5% at bar 24,-7.694081475787849,-12.428900845503462,-4.734819369715613,0.965942210009163,False
0.08,2022-01-03,TCS,DD -9.2% at bar 17,-3.3449021020234384,-0.07727064370374745,3.267631458319691,4.502649015595983,False
0.08,2022-01-03,INFY,DD -10.5% at bar 15,-9.286523216308039,-1.9673944533698615,7.319128762938178,10.72496588566616,True
0.08,2022-01-03,ULTRACEMCO,DD -9.1% at bar 15,-8.098887867528052,-12.917697018345654,-4.818809150817602,5.887283664513587,True
0.08,2022-01-03,PIDILITIND,DD -10.5% at bar 17,0.07437468673705902,1.3621885559992812,1.2878138692622223,1.9024153808869793,False
0.08,2022-01-03,MGL,DD -8.4% at bar 15,-6.386986301369868,-5.4052511415525135,0.9817351598173545,3.7924516797756214,False
0.08,2022-01-03,LT,DD -8.2% at bar 15,0.12741503497412932,-4.514132667654781,-4.641547702628911,3.386485223082114,False
0.08,2022-01-03,AIAENG,DD -8.0% at bar 32,-3.8475010103731693,-8.295837262562308,-4.448336252189139,0.0,False
0.08,2022-01-03,SHREECEM,DD -9.1% at bar 14,-10.740474320485625,-7.668621593252934,3.0718527272326908,4.805743208516122,False
0.08,2022-04-05,NESTLEIND,DD -8.4% at bar 20,-8.426916418837937,2.028496604376591,10.455413023214529,11.417561377572039,True
0.08,2022-04-05,COLPAL,DD -8.2% at bar 42,-4.525115018592043,-1.106069200226883,3.41904581836516,3.581094461680645,False
0.08,2022-04-05,MRF,DD -9.0% at bar 43,3.940315248834056,8.079284491410352,4.138969242576296,3.9820633915411685,False
0.08,2022-04-05,TCS,DD -9.0% at bar 8,-6.763133060710915,-14.523697179406525,-7.76056411869561,2.020074224021595,False
0.08,2022-04-05,AIAENG,DD -8.8% at bar 26,5.779174991185812,38.09789634504643,32.31872135386062,31.608477071355168,True
0.08,2022-04-05,IRFC,DD -10.2% at bar 49,-10.609480812641074,-9.932279909706544,0.6772009029345298,0.7575757575757569,False
0.08,2022-04-05,ICICIGI,DD -8.6% at bar 16,-5.026445241705797,-8.847135407034799,-3.820690165329001,2.1380169795155224,False
0.08,2022-04-05,DRREDDY,DD -9.9% at bar 18,-8.455160627266222,1.3880228180789373,9.84318344534516,10.858267319239111,True
0.08,2022-04-05,SUNPHARMA,DD -8.7% at bar 22,-7.996986330857827,-9.83747712840383,-1.8404907975460025,7.867337388862894,True
0.08,2022-04-05,INFY,DD -12.9% at bar 7,-16.071140723228194,-19.8511632905271,-3.780022567298907,3.6363636363636376,False
0.08,2022-04-05,BAJAJ-AUTO,DD -10.5% at bar 18,-7.501903036984532,-0.9620180066671822,6.53988503031735,10.360679928488326,True
0.08,2022-04-05,PETRONET,DD -11.3% at bar 50,-1.25250501002004,10.69639278557114,11.94889779559118,12.354134956874674,True
0.08,2022-04-05,BHARTIARTL,DD -8.4% at bar 20,-7.187581528828596,-9.476911035742235,-2.2893295069136395,1.5952213633169343,False
0.08,2022-04-05,LT,DD -8.7% at bar 9,-6.620190081969444,-15.244682879006556,-8.624492797037112,0.27704870224556366,False
0.08,2022-07-06,IRFC,DD -9.5% at bar 55,6.015037593984959,7.017543859649135,1.0025062656641754,1.1820330969267046,False
0.08,2022-07-06,ALKEM,DD -8.2% at bar 23,-3.880703692272714,3.9716703757248903,7.852374067997604,12.20678699384845,True
0.08,2022-07-06,MRF,DD -9.2% at bar 52,15.40525630136201,13.026592853767994,-2.3786634475940165,0.0,False
0.08,2022-07-06,PFC,DD -8.7% at bar 54,-0.09380863039399424,-1.5478424015009467,-1.4540337711069524,0.0,False
0.08,2022-07-06,TCS,DD -8.8% at bar 6,-8.162232615195892,-6.006286897186228,2.155945718009664,14.289053629867098,True
0.08,2022-07-06,POWERGRID,DD -14.8% at bar 54,-4.56158134820072,-0.5005068423720173,4.061074505828703,5.649229952203938,True
0.08,2022-07-06,EXIDEIND,DD -8.2% at bar 53,11.671368124118462,10.860366713681223,-0.811001410437239,0.0,False
0.08,2022-10-07,IRFC,DD -8.8% at bar 42,45.43325526932083,53.161592505854806,7.728337236533974,14.814814814814813,True
0.08,2022-10-07,PFC,DD -9.9% at bar 53,29.871367317770385,49.737970462124835,19.86660314435445,15.297138664710186,True
0.08,2022-10-07,ITC,DD -9.4% at bar 53,0.1468930413691821,0.28353773101492297,0.13664468964574086,0.22513303315594424,False
0.08,2022-10-07,RELAXO,DD -8.5% at bar 22,-8.54358365489265,-11.308993766696355,-2.765410111803705,3.4294369016065307,False
0.08,2022-10-07,ALKEM,DD -9.4% at bar 49,-6.197856450957734,-5.279192575696038,0.9186638752616965,2.811505854527896,False
0.08,2022-10-07,SJVN,DD -8.6% at bar 47,13.608562691131484,5.3516819571865435,-8.25688073394494,2.4226110363391617,False
0.08,2022-10-07,RVNL,DD -9.0% at bar 30,77.22222222222221,101.25000000000001,24.0277777777778,25.548589341692796,True
0.08,2022-10-07,PIDILITIND,DD -10.2% at bar 53,-5.597536242770223,-5.2692856606324545,0.3282505821377688,3.5065803084072034,False
0.08,2022-10-07,ATUL,DD -8.5% at bar 26,-9.195092355399755,-12.03709945620421,-2.842007100804455,9.964736451373435,True
0.08,2022-10-07,HCLTECH,DD -9.6% at bar 43,7.382270021927539,7.841704082698121,0.45943406077058224,2.7032283158304082,False
0.08,2023-01-06,PETRONET,DD -8.3% at bar 18,-4.061496099128037,6.218448829738404,10.279944928866442,13.776608466873942,True
0.08,2023-01-06,TORNTPHARM,DD -8.4% at bar 30,-3.9799547365017753,2.6608470740381565,6.640801810539932,6.916057779723217,True
0.08,2023-01-06,UBL,DD -11.6% at bar 24,-11.933275014328375,-16.51835540406021,-4.585080389731834,1.1097790717588651,False
0.08,2023-01-06,PIDILITIND,DD -9.3% at bar 13,-9.183681560480526,-6.918288863339016,2.26539269714151,3.7718386840474016,False
0.08,2023-01-06,IOC,DD -8.0% at bar 35,-4.996876951905059,-2.5608994378513397,2.4359775140537194,5.982905982905984,True
0.08,2023-01-06,BHARTIARTL,DD -8.1% at bar 35,-6.75251256281407,-3.128140703517585,3.624371859296485,4.297743347928584,False
0.08,2023-01-06,HDFCBANK,DD -9.1% at bar 46,-2.6655795283492223,5.67611640742599,8.341695935775213,8.5701398285972,True
0.08,2023-01-06,TCS,DD -9.6% at bar 45,-0.3938908003923367,0.9372421416449972,1.331132942037334,2.0163181093500793,False
0.08,2023-01-06,RELAXO,DD -9.1% at bar 11,-8.813029897367247,-9.1979027219991,-0.38487282463185224,4.722290188402245,False
0.08,2023-04-12,SUNPHARMA,DD -8.6% at bar 24,-8.935772597619751,5.734238221697645,14.670010819317396,16.325538694172927,True
0.08,2023-04-12,KOTAKBANK,DD -9.0% at bar 44,0.64803015102627,1.4072286543206523,0.7591985032943822,1.18534482758621,False
0.08,2023-07-13,PIDILITIND,DD -9.8% at bar 53,-6.853760977472318,-6.068728522336772,0.7850324551355454,1.9741750358680088,False
0.08,2023-07-13,BATAINDIA,DD -8.5% at bar 51,-3.0861965039180257,-2.05846895720314,1.0277275467148859,2.2981714143550214,False
0.08,2023-07-13,WIPRO,DD -8.1% at bar 53,2.862498733407643,4.129091093322528,1.2665923599148852,3.718662266660111,False
0.08,2023-07-13,ASIANPAINT,DD -8.9% at bar 20,-6.3250000000000055,-7.388235294117642,-1.0632352941176366,4.342297367305625,False
0.08,2023-10-13,ABBOTINDIA,DD -8.7% at bar 46,0.32567741125683447,17.49692365969065,17.171246248433818,17.115504915102765,True
0.08,2024-01-15,HINDUNILVR,DD -8.6% at bar 22,-7.692756101352395,-13.928182807399335,-6.2354267060469395,1.9682138722239673,False
0.08,2024-01-15,HDFCBANK,DD -8.4% at bar 2,-11.15734098517455,-10.646819703491149,0.5105212816834008,4.2660278839425025,False
0.08,2024-01-15,VINATIORGA,DD -8.4% at bar 20,-4.538063991638109,-4.869055223273905,-0.3309912316357959,4.163751938927596,False
0.08,2024-01-15,TITAN,DD -8.1% at bar 14,-5.312795136810456,-6.218657302100377,-0.9058621652899213,7.06910357810151,True
0.08,2024-01-15,BRITANNIA,DD -8.6% at bar 60,-8.024375404405742,-9.31654224651608,-1.2921668421103387,0.0,False
0.08,2024-01-15,ASIANPAINT,DD -9.0% at bar 7,-9.917834998014609,-14.239897370109052,-4.322062372094443,2.3124915231249155,False
0.08,2024-01-15,MRF,DD -9.1% at bar 44,-2.441360294117647,-4.976838235294117,-2.5354779411764703,3.3260915851891504,False
0.08,2024-01-15,TCS,DD -8.1% at bar 49,-1.6112505763614962,-1.070751575388088,0.5404990009734081,4.228175687989788,False
0.08,2024-01-15,HINDZINC,DD -10.1% at bar 43,-8.174048174048178,25.858585858585855,34.032634032634036,46.200710780165856,True
0.08,2024-04-18,ASIANPAINT,DD -8.9% at bar 14,-1.2982156213270584,4.927520746518516,6.225736367845574,9.05006765899865,True
0.08,2024-04-18,KOTAKBANK,DD -10.9% at bar 5,-9.97621379599833,1.9504687281376718,11.926682524136002,15.212931302455711,True
0.08,2024-04-18,VINATIORGA,DD -8.3% at bar 32,3.2717839157637667,17.616358919578815,14.344575003815049,16.535153825693772,True
0.08,2024-04-18,DRREDDY,DD -8.7% at bar 20,-2.443282442107394,11.39554988543179,13.838832327539183,16.91702801293964,True
0.08,2024-04-18,GRASIM,DD -9.1% at bar 32,3.5399025179128825,23.22274881516587,19.682846297252986,23.381131093129714,True
0.08,2024-07-19,ASIANPAINT,DD -9.2% at bar 53,3.944264353965473,1.5648071146110862,-2.3794572393543865,0.8425177565515529,False
0.08,2024-07-19,BATAINDIA,DD -9.6% at bar 13,-4.469090431815193,-3.8620553878461683,0.6070350439690246,0.8346499965652177,False
0.08,2024-07-19,HINDUNILVR,DD -8.6% at bar 56,1.0157682434910091,-0.3630363036303664,-1.3788045471213755,1.2487748212146599,False
0.08,2024-07-19,SBICARD,DD -9.2% at bar 54,1.8995268577790114,2.9988867241859105,1.099359866406899,1.1676340047797718,False
0.08,2024-07-19,TCS,DD -8.9% at bar 58,-3.8525009297136483,-4.168603570100397,-0.31610264038674885,0.0,False
0.08,2024-07-19,HDFCBANK,DD -9.3% at bar 54,2.722578236794624,4.638835313880417,1.9162570770857932,2.95204292999649,False
0.08,2024-07-19,MRF,DD -8.3% at bar 61,1.317634423960308,1.0311141082181934,-0.28652031574211456,0.0,False
0.08,2024-07-19,EICHERMOT,DD -8.3% at bar 13,-5.644546147978646,-1.753355185849469,3.891190962129177,10.611986278922437,True
0.08,2024-10-18,RELAXO,DD -10.6% at bar 17,-12.563135349402213,-26.04692794578351,-13.483792596381296,0.02193623866628691,False
0.08,2024-10-18,SUNPHARMA,DD -8.5% at bar 20,-6.967309655298763,-6.9149632266338585,0.052346428664904465,6.341257560838387,True
0.08,2024-10-18,DRREDDY,DD -9.0% at bar 19,-11.47216329679133,-3.4022637255047483,8.06989957128658,16.413221063214788,True
0.08,2024-10-18,NESTLEIND,DD -8.3% at bar 42,-7.9463548713759415,-5.7976564295014255,2.148698441874516,4.27825283106078,False
0.08,2024-10-18,APOLLOHOSP,DD -9.2% at bar 20,-4.238926520500079,-2.8934969711724254,1.3454295493276534,11.213716370814586,True
0.08,2024-10-18,TCS,DD -8.5% at bar 49,-0.2570912310061814,-1.0974885097197462,-0.8403972787135647,4.344125764447004,False
0.08,2024-10-18,SBICARD,DD -9.8% at bar 6,-7.424170776194005,2.8845504289671045,10.30872120516111,11.135434909515475,True
0.08,2024-10-18,PIDILITIND,DD -8.1% at bar 44,-6.724246231155776,-12.444723618090446,-5.72047738693467,0.0,False
0.08,2024-10-18,ASIANPAINT,DD -9.2% at bar 15,-15.007603228447776,-23.78223016894206,-8.774626940494285,0.0,False
0.08,2024-10-18,INFY,DD -9.2% at bar 62,-3.5273462438816745,-3.5273462438816745,0.0,0.0,False
0.08,2024-10-18,SHREECEM,DD -8.1% at bar 47,6.022959681812103,3.3740660424867164,-2.6488936393253866,3.4879325018854157,False
0.08,2024-10-18,MRF,DD -9.0% at bar 54,-7.3972543477076815,-12.096328430723084,-4.699074083015402,0.0,False
0.08,2024-10-18,KOTAKBANK,DD -9.8% at bar 18,-8.719702840650971,2.6429010448678665,11.362603885518837,12.448035599273965,True
0.08,2025-01-20,SUNPHARMA,DD -8.6% at bar 23,-6.1268100660762,1.4424293547026623,7.569239420778863,8.06326004912239,True
0.08,2025-01-20,ITC,DD -9.6% at bar 17,-6.351382225268451,-1.7477724468814204,4.603609778387031,5.781898023908272,True
0.08,2025-01-20,MRF,DD -8.0% at bar 28,-7.393577099588184,14.178646694777763,21.572223794365947,23.294522257451344,True
0.08,2025-01-20,DRREDDY,DD -8.0% at bar 5,-9.298575651706525,-7.82047836603063,1.4780972856758945,5.007407407407416,True
0.08,2025-01-20,RELIANCE,DD -8.1% at bar 29,-10.279980083496115,-0.29491746141178415,9.985062622084332,11.1718249733191,True
0.08,2025-01-20,PIDILITIND,DD -8.9% at bar 27,-3.9694952219703383,10.353832467644267,14.323327689614604,14.91539352284188,True
0.08,2025-01-20,BHARTIARTL,DD -8.6% at bar 29,-2.7633062182006602,12.457727812814174,15.221034031014835,18.37949617746584,True
0.08,2025-01-20,TITAN,DD -8.8% at bar 17,-3.748983664720236,0.010348141030376496,3.7593318057506124,3.905758036523377,False
0.08,2025-01-20,TCS,DD -9.0% at bar 23,-7.317671293344452,-16.582470940212865,-9.264799646868413,0.17463089379265995,False
0.08,2025-01-20,APOLLOHOSP,DD -9.0% at bar 17,-5.99187417506655,5.584108187026694,11.575982362093244,12.31381038661552,True
0.08,2025-01-20,ULTRACEMCO,DD -10.2% at bar 28,-4.668476956454216,14.443571196626642,19.11204815308086,20.047983650015546,True
0.08,2025-01-20,RATNAMANI,DD -9.6% at bar 16,-12.824672609590074,-9.6854041578164,3.139268451773674,5.978167027991477,True
0.08,2025-04-24,MRF,DD -8.3% at bar 40,4.337284482758621,15.390240147783251,11.05295566502463,12.478329829220613,True
0.08,2025-04-24,RELIANCE,DD -8.3% at bar 62,9.449907805777505,9.449907805777505,0.0,0.0,False
0.08,2025-04-24,SUNPHARMA,DD -8.4% at bar 11,-5.759742779533238,-6.729863074449808,-0.9701202949165699,2.3588235294117688,False
0.08,2025-04-24,ASIANPAINT,DD -8.3% at bar 25,-8.02223664989451,-3.611426716442136,4.410809933452374,10.24396700048531,True
0.08,2025-04-24,TCS,DD -9.8% at bar 55,-5.259289746001884,-6.541039510818439,-1.2817497648165546,0.9184845005740572,False
0.08,2025-04-24,SHREECEM,DD -8.7% at bar 40,-6.969548933398469,4.592085979482169,11.561634912880638,13.23297741991949,True
0.08,2025-07-23,ICICIBANK,DD -8.7% at bar 45,-9.438398495230418,-7.4499529759505485,1.9884455192798693,6.56479489652102,True
0.08,2025-07-23,NESTLEIND,DD -9.1% at bar 3,-9.32925586136596,4.54638124362895,13.87563710499491,15.977874713315664,True
0.08,2025-07-23,ACC,DD -8.3% at bar 6,-7.969230769230774,-5.123076923076928,2.846153846153846,5.070767859132963,True
0.08,2025-07-23,ASIANPAINT,DD -9.5% at bar 45,-1.380820072408865,5.312789424938949,6.693609497347815,7.402031930333819,True
0.08,2025-07-23,TCS,DD -8.8% at bar 45,-8.901890472146205,-3.6456858859425654,5.256204586203639,6.115120334242596,True
0.08,2025-07-23,SHREECEM,DD -8.8% at bar 25,-6.990502880274016,-10.602522185894442,-3.612019305620426,2.0589219953130122,False
0.08,2025-07-23,MRF,DD -8.2% at bar 16,-3.6020411566554382,6.853883867524931,10.455925024180369,12.303221118914998,True
0.08,2025-10-24,HDFCBANK,DD -8.3% at bar 56,-6.398592611208844,-6.8710731339532565,-0.4724805227444122,0.010739984964014404,False
0.08,2025-10-24,ITC,DD -13.7% at bar 47,-16.014875239923224,-23.548464491362772,-7.5335892514395475,0.0,False
0.08,2025-10-24,NTPC,DD -8.1% at bar 30,-5.815665488810365,1.5017667844522866,7.317432273262652,10.082851336564014,True
0.08,2025-10-24,ACC,DD -8.1% at bar 37,-5.145667801740437,-8.76709367061239,-3.6214258688719525,1.5727391874180707,False
0.08,2025-10-24,ONGC,DD -8.6% at bar 35,-8.922968308754314,-2.7494508942579303,6.173517414496383,6.898927694759038,True
0.08,2025-10-24,LT,DD -8.5% at bar 59,-3.5442648979487332,-2.9987963840303187,0.5454685139184146,0.7248108323377078,False
0.08,2025-10-24,EICHERMOT,DD -8.0% at bar 62,4.744152046783626,4.744152046783626,0.0,0.0,False
0.08,2025-10-24,BHARTIARTL,DD -8.2% at bar 62,-2.7546444586803265,-2.7546444586803265,0.0,0.0,False
0.08,2025-10-24,SUNPHARMA,DD -8.9% at bar 57,-1.3890523837551447,-3.537374926427305,-2.14832254267216,0.0,False
0.08,2025-10-24,RELIANCE,DD -8.8% at bar 55,0.4960044089280825,-4.898043538164778,-5.394047947092861,0.0,False
0.08,2026-01-27,HDFCBANK,DD -8.9% at bar 26,-5.251511226252157,-16.69905008635578,-11.447538860103622,0.0,False
0.08,2026-01-27,SBIN,DD -10.5% at bar 29,5.6069885581351135,1.4527845036319569,-4.154204054503157,0.0,False
0.08,2026-01-27,LT,DD -12.1% at bar 26,6.623897777073753,5.971804213527636,-0.6520935635461171,2.008071904325659,False
0.08,2026-01-27,UBL,DD -8.0% at bar 34,13.613374543411084,2.458555774093847,-11.154818769317236,0.03709657474959549,False
0.08,2026-01-27,PIDILITIND,DD -8.6% at bar 29,-1.3474295190713101,-4.94057490326147,-3.5931453841901595,0.0,False
0.08,2026-01-27,SHREECEM,DD -8.3% at bar 27,-8.614988978692137,-11.113152094048493,-2.4981631153563555,3.457286432160811,False
